Datetime,Open,High,Low,Close,Adj Close,Volume
2021-06-28 09:30:00-04:00,133.69000244140625,133.69000244140625,133.69000244140625,133.69000244140625,133.69000244140625,1677268
2021-06-28 09:31:00-04:00,133.8000030517578,134.1300048828125,133.75,134.05999755859375,134.05999755859375,768433
2021-06-28 09:32:00-04:00,134.06500244140625,134.1300048828125,133.94009399414062,134.0800018310547,134.0800018310547,385548
2021-06-28 09:33:00-04:00,134.0800018310547,134.14999389648438,134.00999450683594,134.08999633789062,134.08999633789062,301547
2021-06-28 09:34:00-04:00,134.08999633789062,134.08999633789062,134.07000732421875,134.07000732421875,134.07000732421875,381990
2021-06-28 09:35:00-04:00,134.08599853515625,134.11500549316406,134.08599853515625,134.11500549316406,134.11500549316406,369737
2021-06-28 09:36:00-04:00,134.10159301757812,134.19000244140625,134.10159301757812,134.17999267578125,134.17999267578125,308896
2021-06-28 09:37:00-04:00,134.17999267578125,134.19000244140625,134.17999267578125,134.19000244140625,134.19000244140625,405445
2021-06-28 09:38:00-04:00,134.23500061035156,134.2375946044922,134.2050018310547,134.21310424804688,134.21310424804688,292864
2021-06-28 09:39:00-04:00,134.25,134.25289916992188,134.22000122070312,134.22999572753906,134.22999572753906,249658
2021-06-28 09:40:00-04:00,134.30499267578125,134.33990478515625,134.25,134.32000732421875,134.32000732421875,265672
2021-06-28 09:41:00-04:00,134.33999633789062,134.3699951171875,134.2100067138672,134.22999572753906,134.22999572753906,407219
2021-06-28 09:42:00-04:00,134.25,134.25169372558594,134.1999969482422,134.2100067138672,134.2100067138672,263310
2021-06-28 09:43:00-04:00,134.21499633789062,134.24000549316406,134.2100067138672,134.23899841308594,134.23899841308594,247531
2021-06-28 09:44:00-04:00,134.375,134.4199981689453,134.3699951171875,134.39500427246094,134.39500427246094,328086
2021-06-28 09:45:00-04:00,134.5,134.5,134.44500732421875,134.49000549316406,134.49000549316406,466245
2021-06-28 09:46:00-04:00,134.5,134.60000610351562,134.4949951171875,134.5800018310547,134.5800018310547,326680
2021-06-28 09:47:00-04:00,134.75,134.75,134.72999572753906,134.72999572753906,134.72999572753906,389073
2021-06-28 09:48:00-04:00,134.83999633789062,134.94000244140625,134.83180236816406,134.9149932861328,134.9149932861328,521136
2021-06-28 09:49:00-04:00,135.0,135.0,134.9949951171875,134.9949951171875,134.9949951171875,696834
2021-06-28 09:50:00-04:00,135.0,135.0,134.7550048828125,134.7899932861328,134.7899932861328,1693691
2021-06-28 09:51:00-04:00,134.72279357910156,134.84829711914062,134.66009521484375,134.82000732421875,134.82000732421875,444616
2021-06-28 09:52:00-04:00,134.75,134.75010681152344,134.58999633789062,134.59500122070312,134.59500122070312,308174
2021-06-28 09:53:00-04:00,134.58990478515625,134.8199005126953,134.58990478515625,134.7949981689453,134.7949981689453,318256
2021-06-28 09:54:00-04:00,134.7899932861328,134.82000732421875,134.7449951171875,134.80990600585938,134.80990600585938,217281
2021-06-28 09:55:00-04:00,134.83999633789062,134.85989379882812,134.7449951171875,134.85499572753906,134.85499572753906,294313
2021-06-28 09:56:00-04:00,134.875,134.875,134.83999633789062,134.85000610351562,134.85000610351562,249251
2021-06-28 09:57:00-04:00,134.92999267578125,134.9600067138672,134.91000366210938,134.9600067138672,134.9600067138672,271907
2021-06-28 09:58:00-04:00,134.96499633789062,134.97000122070312,134.94000244140625,134.96499633789062,134.96499633789062,236477
2021-06-28 09:59:00-04:00,134.9340057373047,135.00999450683594,134.92010498046875,134.9980926513672,134.9980926513672,389862
2021-06-28 10:00:00-04:00,135.0,135.13999938964844,134.99000549316406,135.07449340820312,135.07449340820312,573055
2021-06-28 10:01:00-04:00,135.0800018310547,135.13999938964844,135.02000427246094,135.1300048828125,135.1300048828125,291245
2021-06-28 10:02:00-04:00,135.139892578125,135.14990234375,134.9362030029297,134.94000244140625,134.94000244140625,276489
2021-06-28 10:03:00-04:00,134.94000244140625,134.99000549316406,134.8800048828125,134.89999389648438,134.89999389648438,236178
2021-06-28 10:04:00-04:00,134.89999389648438,134.92999267578125,134.80999755859375,134.86500549316406,134.86500549316406,287294
2021-06-28 10:05:00-04:00,134.8699951171875,134.9199981689453,134.82000732421875,134.8498992919922,134.8498992919922,207310
2021-06-28 10:06:00-04:00,134.85000610351562,134.898193359375,134.8249969482422,134.83999633789062,134.83999633789062,158411
2021-06-28 10:07:00-04:00,134.84500122070312,134.94000244140625,134.84010314941406,134.9398956298828,134.9398956298828,118978
2021-06-28 10:08:00-04:00,134.9300994873047,135.0399932861328,134.88619995117188,134.9600067138672,134.9600067138672,301638
2021-06-28 10:09:00-04:00,134.9600067138672,135.02999877929688,134.9499969482422,135.0,135.0,231107
2021-06-28 10:10:00-04:00,135.00999450683594,135.07000732421875,134.92999267578125,134.97900390625,134.97900390625,199126
2021-06-28 10:11:00-04:00,134.9700927734375,135.02999877929688,134.88999938964844,135.0,135.0,150077
2021-06-28 10:12:00-04:00,134.99000549316406,135.07989501953125,134.97999572753906,135.01499938964844,135.01499938964844,271760
2021-06-28 10:13:00-04:00,135.01499938964844,135.07000732421875,134.97999572753906,135.031005859375,135.031005859375,167579
2021-06-28 10:14:00-04:00,135.03500366210938,135.03829956054688,134.94000244140625,134.9499969482422,134.9499969482422,154678
2021-06-28 10:15:00-04:00,134.9499969482422,134.9600067138672,134.85000610351562,134.91000366210938,134.91000366210938,252842
2021-06-28 10:16:00-04:00,134.91859436035156,134.9698028564453,134.89999389648438,134.95179748535156,134.95179748535156,130050
2021-06-28 10:17:00-04:00,134.9600067138672,135.00999450683594,134.85499572753906,134.8699951171875,134.8699951171875,204959
2021-06-28 10:18:00-04:00,134.8800048828125,134.9600067138672,134.86000061035156,134.89999389648438,134.89999389648438,228850
2021-06-28 10:19:00-04:00,134.89999389648438,134.97000122070312,134.89999389648438,134.9600067138672,134.9600067138672,107840
2021-06-28 10:20:00-04:00,134.9600067138672,134.99000549316406,134.9261932373047,134.9777069091797,134.9777069091797,108402
2021-06-28 10:21:00-04:00,134.97369384765625,135.0399932861328,134.86000061035156,134.86500549316406,134.86500549316406,219135
2021-06-28 10:22:00-04:00,134.86000061035156,134.9445037841797,134.85000610351562,134.94000244140625,134.94000244140625,113964
2021-06-28 10:23:00-04:00,134.94500732421875,134.9600067138672,134.89190673828125,134.89999389648438,134.89999389648438,116480
2021-06-28 10:24:00-04:00,134.89999389648438,134.96499633789062,134.89529418945312,134.96499633789062,134.96499633789062,144121
2021-06-28 10:25:00-04:00,134.97000122070312,134.99000549316406,134.88999938964844,134.92239379882812,134.92239379882812,158766
2021-06-28 10:26:00-04:00,134.92999267578125,134.97999572753906,134.91000366210938,134.97500610351562,134.97500610351562,94924
2021-06-28 10:27:00-04:00,134.97500610351562,135.00999450683594,134.9600067138672,135.00999450683594,135.00999450683594,144405
2021-06-28 10:28:00-04:00,135.00999450683594,135.03500366210938,134.9250030517578,134.9499969482422,134.9499969482422,157392
2021-06-28 10:29:00-04:00,134.9499969482422,135.02000427246094,134.94000244140625,135.01060485839844,135.01060485839844,103619
2021-06-28 10:30:00-04:00,135.02000427246094,135.02499389648438,134.97999572753906,135.02000427246094,135.02000427246094,119939
2021-06-28 10:31:00-04:00,135.02999877929688,135.05999755859375,135.00010681152344,135.01499938964844,135.01499938964844,248793
2021-06-28 10:32:00-04:00,135.01409912109375,135.02999877929688,134.9199981689453,135.02000427246094,135.02000427246094,151605
2021-06-28 10:33:00-04:00,135.02940368652344,135.1199951171875,135.02000427246094,135.1112060546875,135.1112060546875,247916
2021-06-28 10:34:00-04:00,135.11500549316406,135.19000244140625,135.11000061035156,135.1750030517578,135.1750030517578,323422
2021-06-28 10:35:00-04:00,135.1750030517578,135.19500732421875,135.1199951171875,135.18499755859375,135.18499755859375,235652
2021-06-28 10:36:00-04:00,135.1800994873047,135.22000122070312,135.0500030517578,135.09500122070312,135.09500122070312,377875
2021-06-28 10:37:00-04:00,135.10000610351562,135.17999267578125,135.10000610351562,135.1280975341797,135.1280975341797,140208
2021-06-28 10:38:00-04:00,135.125,135.22000122070312,135.125,135.14500427246094,135.14500427246094,216736
2021-06-28 10:39:00-04:00,135.14999389648438,135.1999969482422,135.13169860839844,135.14109802246094,135.14109802246094,96035
2021-06-28 10:40:00-04:00,135.14999389648438,135.1699981689453,135.11000061035156,135.1649932861328,135.1649932861328,158031
2021-06-28 10:41:00-04:00,135.1699981689453,135.17999267578125,135.05999755859375,135.06500244140625,135.06500244140625,158388
2021-06-28 10:42:00-04:00,135.06500244140625,135.11000061035156,135.0399932861328,135.11000061035156,135.11000061035156,180853
2021-06-28 10:43:00-04:00,135.09500122070312,135.12510681152344,135.0500030517578,135.05499267578125,135.05499267578125,114392
2021-06-28 10:44:00-04:00,135.05999755859375,135.0800018310547,135.0500030517578,135.0800018310547,135.0800018310547,104700
2021-06-28 10:45:00-04:00,135.0800018310547,135.1699981689453,135.07009887695312,135.09500122070312,135.09500122070312,160501
2021-06-28 10:46:00-04:00,135.10000610351562,135.13999938964844,135.10000610351562,135.1199951171875,135.1199951171875,106834
2021-06-28 10:47:00-04:00,135.11500549316406,135.125,135.03500366210938,135.05999755859375,135.05999755859375,152492
2021-06-28 10:48:00-04:00,135.06300354003906,135.08689880371094,135.0399932861328,135.0800018310547,135.0800018310547,119497
2021-06-28 10:49:00-04:00,135.0749969482422,135.11000061035156,134.97999572753906,134.99000549316406,134.99000549316406,359328
2021-06-28 10:50:00-04:00,134.99000549316406,135.0500030517578,134.99000549316406,134.99009704589844,134.99009704589844,133525
