Datetime,Open,High,Low,Close,Adj Close,Volume
2021-06-14 09:30:00-04:00,127.81999969482422,127.9800033569336,127.56999969482422,127.62999725341797,127.62999725341797,1923112
2021-06-14 09:31:00-04:00,127.62999725341797,127.66000366210938,127.3499984741211,127.35970306396484,127.35970306396484,574204
2021-06-14 09:32:00-04:00,127.36000061035156,127.51000213623047,127.33000183105469,127.41500091552734,127.41500091552734,367062
2021-06-14 09:33:00-04:00,127.41000366210938,127.56500244140625,127.30999755859375,127.4800033569336,127.4800033569336,544078
2021-06-14 09:34:00-04:00,127.33999633789062,127.41000366210938,127.29000091552734,127.40499877929688,127.40499877929688,425787
2021-06-14 09:35:00-04:00,127.08999633789062,127.16999816894531,127.08999633789062,127.15499877929688,127.15499877929688,452592
2021-06-14 09:36:00-04:00,127.24430084228516,127.25,127.24099731445312,127.24500274658203,127.24500274658203,333198
2021-06-14 09:37:00-04:00,127.25,127.4800033569336,127.25,127.44989776611328,127.44989776611328,456613
2021-06-14 09:38:00-04:00,127.5,127.61499786376953,127.49500274658203,127.61499786376953,127.61499786376953,338021
2021-06-14 09:39:00-04:00,127.7249984741211,127.73500061035156,127.72000122070312,127.73500061035156,127.73500061035156,354469
2021-06-14 09:40:00-04:00,127.75,127.7699966430664,127.62000274658203,127.67500305175781,127.67500305175781,270973
2021-06-14 09:41:00-04:00,127.83989715576172,127.9489974975586,127.83499908447266,127.94000244140625,127.94000244140625,361975
2021-06-14 09:42:00-04:00,128.0,128.14999389648438,128.0,128.10009765625,128.10009765625,690042
2021-06-14 09:43:00-04:00,128.17990112304688,128.1887969970703,128.13999938964844,128.18499755859375,128.18499755859375,448360
2021-06-14 09:44:00-04:00,128.25,128.34739685058594,128.22000122070312,128.33990478515625,128.33990478515625,448179
2021-06-14 09:45:00-04:00,128.44140625,128.5,128.3699951171875,128.4949951171875,128.4949951171875,506602
2021-06-14 09:46:00-04:00,128.5,128.69500732421875,128.5,128.67999267578125,128.67999267578125,713506
2021-06-14 09:47:00-04:00,128.67999267578125,128.82000732421875,128.6510009765625,128.80380249023438,128.80380249023438,501227
2021-06-14 09:48:00-04:00,128.8101043701172,128.9600067138672,128.80259704589844,128.89300537109375,128.89300537109375,414401
2021-06-14 09:49:00-04:00,128.92999267578125,128.97999572753906,128.86500549316406,128.97000122070312,128.97000122070312,350245
2021-06-14 09:50:00-04:00,129.0,129.1199951171875,128.8300018310547,128.88999938964844,128.88999938964844,850258
2021-06-14 09:51:00-04:00,128.92999267578125,128.92999267578125,128.8509979248047,128.86000061035156,128.86000061035156,433164
2021-06-14 09:52:00-04:00,128.75,128.75,128.72999572753906,128.72999572753906,128.72999572753906,536887
2021-06-14 09:53:00-04:00,128.75,128.85000610351562,128.69000244140625,128.69500732421875,128.69500732421875,331058
2021-06-14 09:54:00-04:00,128.67999267578125,128.8300018310547,128.67999267578125,128.8011932373047,128.8011932373047,321039
2021-06-14 09:55:00-04:00,128.77000427246094,128.77000427246094,128.6811065673828,128.69500732421875,128.69500732421875,243099
2021-06-14 09:56:00-04:00,128.75,128.80999755859375,128.75,128.8000030517578,128.8000030517578,269336
2021-06-14 09:57:00-04:00,128.91090393066406,129.30999755859375,128.91090393066406,129.30999755859375,129.30999755859375,819658
2021-06-14 09:58:00-04:00,129.25,129.2550048828125,129.10000610351562,129.13009643554688,129.13009643554688,392812
2021-06-14 09:59:00-04:00,129.17999267578125,129.23500061035156,129.1199951171875,129.1199951171875,129.1199951171875,316534
2021-06-14 10:00:00-04:00,129.1199951171875,129.1699981689453,129.00999450683594,129.0399932861328,129.0399932861328,315212
2021-06-14 10:01:00-04:00,129.03500366210938,129.10000610351562,128.94329833984375,128.9709014892578,128.9709014892578,306557
2021-06-14 10:02:00-04:00,128.9600067138672,128.96859741210938,128.75,128.77999877929688,128.77999877929688,266287
2021-06-14 10:03:00-04:00,128.7783966064453,128.8000030517578,128.6999969482422,128.77499389648438,128.77499389648438,279568
